zipCode,rent_201501,rent_imputed,homeprice_201501,homeprice_imputed,valuechange_5year,valchange_imputed
55973,1147.25,1,197700,1,0.0187633689246717,1
55977,978.5,1,135975,1,0.00923694321858065,1
55979,1252.5,1,159150,1,0.030389683760262,1
55982,1171.5,1,208300,1,0.0200740023410128,1
55990,1203.75,1,148200,1,0.0217766617465365,1
56013,1102.5,1,192250,1,0.00711635454416054,1
56014,1019.5,1,198750,1,0.0096739975130675,1
56016,1166.75,1,213725,1,0.00893684369231355,1
56019,1157,1,178600,1,0.00772159123778809,1
56020,1084.25,1,213725,1,0.00893684369231355,1
56021,1212.75,1,186450,1,0.00897073759207529,1
56022,1151,1,178600,1,0.00772159123778809,1
56023,1229.75,1,192250,1,0.00711635454416054,1
56025,1213.75,1,187225,1,0.0128251510028753,1
56027,1043.25,1,187225,1,0.0128251510028753,1
56029,1056.25,1,213725,1,0.00893684369231355,1
56032,1159,1,213725,1,0.00893684369231355,1
56033,1097.75,1,187225,1,0.0128251510028753,1
56034,1264,1,176800,1,0.000458237752366762,1
56035,1194.75,1,213725,1,0.00893684369231355,1
56042,1173.75,1,213725,1,0.00893684369231355,1
56043,1129.25,1,213725,1,0.00893684369231355,1
56045,1167.75,1,224675,1,0.0186932159926099,1
56046,1228.25,1,213725,1,0.00893684369231355,1
56047,1185.5,1,176800,1,0.000458237752366762,1
56051,1019.5,1,198750,1,0.0096739975130675,1
