Black,Multiple,Population,White,Total_Race_Count,Other,Native_Hawaiian_Other_Pacific,Asian,American_Indian_and_Alaskan_Native,state,zip code tabulation area
0,0,301,292,301,0,0,1,8,20,67634
0,0,169,169,169,0,0,0,0,20,67635
5,18,2651,2590,2651,35,0,1,2,20,67637
1,3,230,223,230,0,0,0,3,20,67638
0,1,193,192,193,0,0,0,0,20,67639
0,4,505,499,505,1,0,0,1,20,67640
69,49,1729,1584,1729,10,0,5,12,20,67642
0,1,195,194,195,0,0,0,0,20,67643
1,3,264,250,264,2,0,1,7,20,67644
0,12,546,533,546,0,0,0,1,20,67645
0,6,718,707,718,3,0,1,1,20,67646
0,0,256,249,256,7,0,0,0,20,67647
0,6,549,535,549,4,0,3,1,20,67648
0,9,297,288,297,0,0,0,0,20,67649
0,4,258,251,258,0,0,0,3,20,67650
4,5,507,491,507,1,0,5,1,20,67651
0,4,298,294,298,0,0,0,0,20,67653
158,57,4362,4084,4362,24,1,30,8,20,67654
0,1,156,154,156,0,0,1,0,20,67656
9,4,429,412,429,1,1,0,2,20,67657
0,4,120,114,120,1,0,0,1,20,67658
0,6,154,146,154,0,0,0,2,20,67659
1,0,81,79,81,0,0,0,1,20,67660
17,36,3483,3374,3483,14,0,36,6,20,67661
7,19,2615,2557,2615,15,2,10,5,20,67663
0,6,305,299,305,0,0,0,0,20,67664
54,74,5162,4943,5162,28,2,29,32,20,67665
0,0,204,197,204,3,0,0,4,20,67667
6,22,1725,1684,1725,2,0,3,8,20,67669
3,25,1714,1677,1714,1,0,0,8,20,67671
13,20,2359,2296,2359,18,2,5,5,20,67672
1,1,108,102,108,2,0,1,1,20,67673
0,1,55,54,55,0,0,0,0,20,67674
2,1,217,209,217,1,0,4,0,20,67675
48,73,6502,6222,6502,90,5,37,27,20,67701
2,16,1612,1570,1612,18,0,2,4,20,67730
1,15,675,647,675,9,0,0,3,20,67731
0,3,543,510,543,19,3,1,7,20,67732
0,0,149,145,149,4,0,0,0,20,67733
0,0,182,182,182,0,0,0,0,20,67734
37,101,5476,5112,5476,187,5,17,17,20,67735
2,2,228,224,228,0,0,0,0,20,67736
0,3,444,440,444,1,0,0,0,20,67737
1,4,520,509,520,6,0,0,0,20,67738
3,4,258,251,258,0,0,0,0,20,67739
1,24,1724,1672,1724,22,0,4,1,20,67740
2,3,326,282,326,39,0,0,0,20,67741
0,1,158,149,158,8,0,0,0,20,67743
0,0,185,184,185,0,0,1,0,20,67744
3,2,322,313,322,1,0,2,1,20,67745
4,0,158,149,158,4,0,0,1,20,67747
11,34,2544,2460,2544,18,0,9,12,20,67748
17,25,2317,2238,2317,17,0,7,13,20,67749
2,0,259,252,259,2,0,2,1,20,67751
4,11,1399,1369,1399,3,1,10,1,20,67752
1,4,530,453,530,70,0,0,2,20,67753
1,4,2016,1982,2016,7,0,19,3,20,67756
0,0,482,467,482,5,0,0,10,20,67757
1,11,1016,968,1016,32,0,1,3,20,67758
1,5,249,234,249,5,0,0,4,20,67761
1,3,288,258,288,26,0,0,0,20,67762
5,2,345,325,345,12,0,1,0,20,67764
693,869,30559,22409,30559,5732,55,484,317,20,67801
1,42,1117,1015,1117,41,1,7,10,20,67831
15,22,964,907,964,11,0,2,7,20,67834
9,44,2954,2747,2954,132,0,10,12,20,67835
4,1,147,125,147,17,0,0,0,20,67836
6,2,903,865,903,22,0,1,7,20,67837
11,22,982,817,982,119,0,4,9,20,67838
6,29,1416,1362,1416,6,1,3,9,20,67839
0,0,103,94,103,8,0,1,0,20,67840
3,5,339,310,339,16,0,0,5,20,67841
1,6,427,390,427,19,0,1,10,20,67842
3,3,165,157,165,1,0,0,1,20,67843
6,16,894,824,894,38,0,5,5,20,67844
827,960,33696,25587,33696,4762,13,1227,320,20,67846
1,7,380,358,380,13,0,1,0,20,67849
2,0,335,306,335,22,0,0,5,20,67850
10,83,2691,2348,2691,223,1,10,16,20,67851
5,10,860,782,860,60,0,1,2,20,67853
19,22,1407,1322,1407,34,0,7,3,20,67854
13,43,1976,1631,1976,263,0,3,23,20,67855
0,3,174,164,174,5,0,1,1,20,67857
6,10,735,653,735,54,0,3,9,20,67859
14,61,2878,2545,2878,220,1,8,29,20,67860
18,39,1962,1717,1962,177,0,1,10,20,67861
0,8,302,277,302,12,1,0,4,20,67862
1,0,305,288,305,13,0,2,1,20,67863
18,35,2227,2126,2227,28,0,8,12,20,67864
3,27,1081,1007,1081,30,1,9,4,20,67865
5,16,1578,1498,1578,48,0,1,10,20,67867
0,5,198,191,198,2,0,0,0,20,67868
7,25,1492,1337,1492,104,0,6,13,20,67869
10,42,1765,1432,1765,264,0,9,8,20,67870
21,62,4973,4481,4973,354,1,24,30,20,67871
4,7,1156,1099,1156,40,0,0,6,20,67876
1,42,2255,1982,2255,209,0,1,20,20,67877
4,36,2436,1909,2436,446,3,6,32,20,67878
6,18,1247,1143,1247,69,0,4,7,20,67879
47,182,7878,6411,7878,1114,0,27,97,20,67880
0,3,346,329,346,8,0,2,4,20,67882
768,696,22073,15376,22073,4415,43,608,167,20,67901
8,36,2412,2128,2412,154,1,58,27,20,67950
13,73,4981,4377,4981,468,1,13,36,20,67951
3,15,710,578,710,99,0,2,13,20,67952
0,4,144,131,144,9,0,0,0,20,67953
6,17,661,571,661,54,4,2,7,20,67954
0,0,34,34,34,0,0,0,0,20,68325
0,0,70,69,70,1,0,0,0,20,68978
0,0,18,18,18,0,0,0,0,21,38079
21,27,1902,1818,1902,24,1,3,8,21,40003
1968,551,28245,25216,28245,275,7,192,36,21,40004
25,66,5084,4877,5084,68,1,28,19,21,40006
3,1,166,162,166,0,0,0,0,21,40007
131,32,3476,3281,3476,20,2,5,5,21,40008
3,3,1051,1038,1051,4,0,2,1,21,40009
10,16,587,551,587,7,0,3,0,21,40010
28,35,2549,2465,2549,8,0,7,6,21,40011
1,9,589,574,589,5,0,0,0,21,40012
62,44,5369,5231,5369,17,0,11,4,21,40013
481,332,19986,18664,19986,226,5,226,52,21,40014
273,94,3789,3282,3789,130,0,8,2,21,40019
2,6,109,96,109,5,0,0,0,21,40020
23,1,834,796,834,10,0,4,0,21,40022
85,32,4118,3907,4118,31,7,49,7,21,40023
0,0,59,50,59,7,0,2,0,21,40025
92,56,5458,5187,5458,40,5,64,14,21,40026
1709,427,22863,19996,22863,477,17,142,95,21,40031
1307,271,12355,10422,12355,240,4,92,19,21,40033
0,1,223,216,223,4,0,2,0,21,40036
21,16,2864,2810,2864,9,0,7,1,21,40037
0,5,531,519,531,4,0,3,0,21,40040
21,0,286,261,286,0,0,0,4,21,40041
4,40,3451,3345,3451,41,4,6,11,21,40045
11,19,1741,1699,1741,4,0,2,6,21,40046
108,230,19345,18807,19345,72,8,88,32,21,40047
0,0,113,113,113,0,0,0,0,21,40048
0,0,115,114,115,0,0,1,0,21,40049
51,29,1389,1289,1389,14,0,2,4,21,40050
16,55,4799,4707,4799,12,0,4,5,21,40051
0,1,515,510,515,2,0,1,1,21,40052
12,22,1752,1700,1752,3,0,9,6,21,40055
116,43,3263,3065,3263,13,4,22,0,21,40056
34,35,3354,3243,3354,32,0,0,10,21,40057
0,0,64,62,64,0,0,0,2,21,40058
727,231,16708,14822,16708,68,2,832,26,21,40059
4,7,1184,1163,1184,5,1,2,2,21,40060
1,4,301,293,301,0,0,1,2,21,40062
258,17,789,501,789,4,0,4,5,21,40063
2437,719,28025,23117,28025,1472,31,155,94,21,40065
475,97,5114,4380,5114,82,8,67,5,21,40067
35,30,2131,2018,2131,39,0,5,4,21,40068
737,127,8276,7267,8276,112,2,25,6,21,40069
11,8,582,552,582,2,8,0,1,21,40070
224,177,14292,13731,14292,69,7,63,21,21,40071
6,12,1323,1295,1323,1,0,9,0,21,40075
11,48,2516,2444,2516,10,0,2,1,21,40076
8,6,564,545,564,2,0,1,2,21,40077
8,24,2200,2151,2200,12,0,1,4,21,40078
4,16,1336,1307,1336,0,0,1,8,21,40104
8,28,2067,2011,2067,7,0,6,7,21,40107
173,245,11583,11032,11583,38,6,44,45,21,40108
13,29,1990,1920,1990,8,0,9,11,21,40109
0,0,60,60,60,0,0,0,0,21,40110
15,16,1682,1637,1682,10,0,2,2,21,40111
1,19,727,685,727,6,0,0,16,21,40115
117,39,2299,2116,2299,2,7,14,4,21,40117
246,194,9724,8703,9724,462,10,75,34,21,40118
3,19,1797,1767,1797,3,0,1,4,21,40119
1677,538,10124,7247,10124,324,59,168,111,21,40121
4,16,787,751,787,9,0,3,4,21,40140
46,29,2304,2205,2304,3,2,9,10,21,40142
209,75,5939,5605,5939,22,0,18,10,21,40143
18,21,1866,1820,1866,2,0,1,4,21,40144
1,8,908,896,908,0,0,3,0,21,40145
139,44,3745,3509,3745,30,1,8,14,21,40146
17,48,4103,3985,4103,19,2,12,20,21,40150
1,13,604,586,604,0,0,0,4,21,40152
66,46,947,810,947,12,3,5,5,21,40155
1,15,876,856,876,0,0,1,3,21,40157
5624,1399,23574,14878,23574,627,189,686,171,21,40160
1,6,178,171,178,0,0,0,0,21,40161
327,208,6056,5353,6056,72,21,56,19,21,40162
211,376,32726,31715,32726,134,14,156,120,21,40165
1,4,344,338,344,0,0,1,0,21,40170
0,1,243,240,243,2,0,0,0,21,40171
1003,392,13070,11259,13070,110,17,223,66,21,40175
7,6,931,912,931,0,0,2,4,21,40176
18,18,1463,1400,1463,3,0,6,18,21,40177
4,2,468,460,468,2,0,0,0,21,40178
3706,118,6772,2661,6772,45,4,205,33,21,40202
12576,577,19694,6234,19694,96,28,111,72,21,40203
1302,320,14236,12354,14236,47,6,176,31,21,40204
614,333,23678,22291,23678,80,8,294,58,21,40205
1759,375,18865,16089,18865,188,3,402,49,21,40206
1042,464,29745,27225,29745,294,7,678,35,21,40207
3890,525,13227,8343,13227,192,10,215,52,21,40208
21,12,360,302,360,7,0,15,3,21,40209
13298,360,14822,1056,14822,53,2,18,35,21,40210
21222,428,22612,817,22612,63,0,14,68,21,40211
10633,427,17685,6532,17685,37,5,20,31,21,40212
3082,391,16796,12462,16796,643,16,164,38,21,40213
6713,1219,45291,33117,45291,1519,73,2523,127,21,40214
7110,786,22287,13179,22287,750,21,352,89,21,40215
14109,891,40746,24899,40746,440,20,297,90,21,40216
931,263,12507,10835,12507,74,8,355,41,21,40217
12438,1104,31658,16270,31658,1040,18,731,57,21,40218
8213,1070,38032,26030,38032,1999,30,540,150,21,40219
4635,696,33109,26104,33109,621,25,985,43,21,40220
1568,422,21359,18123,21359,321,7,891,27,21,40222
1933,404,22011,18552,22011,405,14,656,47,21,40223
2311,314,15743,12508,15743,255,4,329,22,21,40228
2152,694,36852,33002,36852,471,17,410,106,21,40229
0,0,0,0,0,0,0,0,0,21,40231
2841,624,28988,23151,28988,403,18,1894,57,21,40241
931,245,10930,9270,10930,218,3,237,26,21,40242
569,155,10210,9104,10210,166,6,196,14,21,40243
2785,549,30109,24936,30109,216,23,1542,58,21,40245
2982,499,26465,22461,26465,259,12,210,42,21,40258
1531,761,37394,34346,37394,353,28,240,135,21,40272
3,11,303,264,303,0,0,25,0,21,40280
3658,791,35427,29834,35427,604,27,432,81,21,40291
3097,719,38371,33176,38371,610,7,695,67,21,40299
21,9,526,493,526,3,0,0,0,21,40310
43,56,7153,6984,7153,41,0,16,13,21,40311
58,61,5898,5729,5898,36,4,4,6,21,40312
34,41,3143,3031,3143,18,0,16,3,21,40313
0,0,309,307,309,0,1,1,0,21,40316
110,45,3328,3160,3328,6,0,5,2,21,40322
2266,779,41342,36909,41342,861,14,402,111,21,40324
5,29,1065,1019,1065,8,0,3,1,21,40328
745,354,19334,17855,19334,257,11,77,35,21,40330
2,1,76,73,76,0,0,0,0,21,40334
30,80,13061,12885,13061,29,0,14,23,21,40336
11,49,5501,5415,5501,9,0,5,12,21,40337
21,0,46,25,46,0,0,0,0,21,40339
433,263,21125,20168,21125,122,5,104,30,21,40342
2,5,686,677,686,0,0,0,2,21,40346
131,37,2767,2525,2767,62,2,9,1,21,40347
21,5,600,557,600,17,0,0,0,21,40348
0,0,228,226,228,2,0,0,0,21,40350
315,202,20329,19526,20329,86,4,164,32,21,40351
710,258,20779,19404,20779,294,6,73,34,21,40353
1306,774,40503,37645,40503,400,17,258,103,21,40356
0,3,904,891,904,6,0,1,3,21,40358
47,69,7080,6854,7080,83,1,11,15,21,40359
89,71,6564,6315,6564,52,1,16,20,21,40360
1164,356,18220,15945,18220,654,2,65,34,21,40361
0,0,22,22,22,0,0,0,0,21,40363
20,36,2763,2674,2763,20,2,6,5,21,40370
6,35,2838,2784,2838,4,1,3,5,21,40371
2,22,2128,2083,2128,15,0,1,5,21,40372
65,25,1702,1578,1702,24,5,3,2,21,40374
0,1,52,50,52,0,0,1,0,21,40376
52,36,3288,3159,3288,16,0,9,16,21,40379
21,47,6612,6495,6612,29,0,12,8,21,40380
1125,394,22408,20057,22408,660,9,125,38,21,40383
34,46,3131,3022,3131,20,1,2,6,21,40385
4,22,2046,2008,2046,5,0,1,6,21,40387
136,106,7366,6869,7366,36,0,203,16,21,40390
1708,505,35262,32498,35262,359,6,134,52,21,40391
2,5,2905,2887,2905,4,0,1,6,21,40402
500,448,23774,22401,23774,153,8,172,92,21,40403
131,24,643,465,643,5,0,18,0,21,40404
1,33,3843,3788,3843,8,0,4,9,21,40409
23,86,4621,4480,4621,16,0,8,8,21,40419
2059,559,24280,21059,24280,338,4,208,53,21,40422
0,0,34,34,34,0,0,0,0,21,40434
24,46,4932,4819,4932,36,0,5,2,21,40437
22,22,2092,2033,2092,9,2,3,1,21,40440
1,15,1136,1111,1136,7,0,0,2,21,40442
341,147,14096,13383,14096,167,3,31,24,21,40444
2,11,997,978,997,0,0,1,5,21,40445
10,55,8251,8152,8251,15,1,7,11,21,40447
0,0,53,53,53,0,0,0,0,21,40448
13,74,9300,9151,9300,25,1,8,28,21,40456
0,13,1129,1115,1129,0,0,0,1,21,40460
26,39,3121,2981,3121,53,0,19,3,21,40461
3,20,1114,1083,1114,4,0,3,1,21,40464
49,19,1807,1731,1807,1,1,4,2,21,40468
0,26,1679,1638,1679,6,0,0,9,21,40472
2928,1113,55803,50527,55803,511,24,551,149,21,40475
1,0,218,217,218,0,0,0,0,21,40481
492,178,11612,10773,11612,114,1,30,24,21,40484
3,13,2223,2195,2223,1,0,3,8,21,40486
17,40,4109,4033,4109,12,0,1,6,21,40489
1123,418,25709,23126,25709,355,13,629,45,21,40502
921,480,28003,24670,28003,624,6,1267,35,21,40503
3267,690,25655,18038,25655,3141,23,410,86,21,40504
5201,721,26040,18405,26040,1412,24,194,83,21,40505
293,51,2802,2340,2802,11,1,102,4,21,40506
331,29,1757,1337,1757,17,1,32,10,21,40507
7151,544,23569,14457,23569,564,14,752,87,21,40508
4662,768,32364,24560,32364,768,17,1518,71,21,40509
306,41,1928,1474,1928,58,2,38,9,21,40510
9618,913,31798,18107,31798,2566,9,449,136,21,40511
319,201,10994,9039,10994,52,1,1367,15,21,40513
593,283,14647,12864,14647,100,2,784,21,21,40514
2396,832,33595,28805,33595,330,12,1155,65,21,40515
423,59,2877,2315,2877,58,1,13,8,21,40516
6513,1415,35227,25446,35227,913,15,843,82,21,40517
4997,1099,49566,41982,49566,669,8,708,103,21,40601
147,5,462,308,462,1,0,0,1,21,40604
78,305,29497,28767,29497,67,2,169,109,21,40701
81,55,5485,5321,5485,11,1,4,12,21,40729
2,28,3764,3715,3764,11,0,4,4,21,40734
0,30,1379,1333,1379,2,0,1,13,21,40737
9,20,3321,3250,3321,11,0,5,26,21,40740
176,211,21875,21228,21875,109,2,102,47,21,40741
1,0,229,228,229,0,0,0,0,21,40743
115,195,18334,17764,18334,95,2,120,43,21,40744
5,23,2531,2495,2531,0,1,4,3,21,40759
0,8,469,458,469,3,0,0,0,21,40763
178,265,18507,17916,18507,40,9,54,45,21,40769
0,29,1068,1030,1068,8,0,1,0,21,40771
10,4,531,517,531,0,0,0,0,21,40801
54,29,2499,2370,2499,7,0,36,3,21,40806
17,2,337,317,337,0,0,0,1,21,40807
0,2,99,97,99,0,0,0,0,21,40808
1,6,1548,1538,1548,0,0,0,3,21,40810
0,10,669,658,669,0,0,0,1,21,40813
1,3,1534,1526,1534,3,0,1,0,21,40815
0,1,78,77,78,0,0,0,0,21,40816
0,0,110,110,110,0,0,0,0,21,40818
4,8,729,716,729,0,0,0,1,21,40819
7,9,581,558,581,0,0,0,7,21,40820
95,43,4231,4069,4231,18,1,3,2,21,40823
2,1,559,554,559,0,0,0,2,21,40824
4,10,759,745,759,0,0,0,0,21,40826
0,1,674,673,674,0,0,0,0,21,40827
94,53,3965,3805,3965,8,0,2,3,21,40828
0,1,172,171,172,0,0,0,0,21,40829
0,2,301,299,301,0,0,0,0,21,40830
165,57,5150,4862,5150,15,1,46,4,21,40831
1,2,312,308,312,0,0,1,0,21,40840
0,0,259,259,259,0,0,0,0,21,40843
1,1,123,121,123,0,0,0,0,21,40844
0,0,635,632,635,0,0,0,3,21,40845
1,0,261,259,261,1,0,0,0,21,40847
4,0,352,348,352,0,0,0,0,21,40849
8,11,1213,1182,1213,2,0,3,7,21,40854
176,9,860,670,860,1,0,2,2,21,40855
0,8,756,745,756,1,0,1,1,21,40856
0,0,397,397,397,0,0,0,0,21,40858
0,3,647,640,647,0,0,0,4,21,40862
0,0,502,502,502,0,0,0,0,21,40863
1,5,410,400,410,2,0,2,0,21,40865
9,1,1100,1087,1100,0,0,2,1,21,40868
0,0,279,276,279,1,0,2,0,21,40870
0,25,2390,2352,2390,7,0,2,4,21,40873
0,2,504,502,504,0,0,0,0,21,40874
0,6,1239,1227,1239,4,0,1,1,21,40902
6,8,681,658,681,7,0,1,1,21,40903
298,130,11132,10618,11132,29,4,17,36,21,40906
1,0,171,170,171,0,0,0,0,21,40913
0,4,467,458,467,0,0,3,2,21,40914
5,11,896,875,896,4,0,0,1,21,40915
0,2,295,293,295,0,0,0,0,21,40921
2,2,735,731,735,0,0,0,0,21,40923
0,12,482,468,482,0,0,0,2,21,40927
9,30,2699,2658,2699,0,0,0,2,21,40935
0,0,273,271,273,0,2,0,0,21,40939
0,9,478,469,478,0,0,0,0,21,40940
0,0,251,251,251,0,0,0,0,21,40941
0,8,748,740,748,0,0,0,0,21,40943
0,0,220,219,220,0,0,0,1,21,40946
3,5,788,779,788,0,0,1,0,21,40949
0,12,998,982,998,4,0,0,0,21,40953
3,2,451,445,451,1,0,0,0,21,40958
862,173,19143,17964,19143,93,2,19,30,21,40962
1,0,151,147,151,0,0,1,2,21,40964
462,329,13570,12642,13570,36,11,66,24,21,40965
52,16,1327,1250,1327,2,1,4,2,21,40972
179,73,10362,10068,10362,13,0,10,19,21,40977
0,0,148,148,148,0,0,0,0,21,40979
0,0,388,388,388,0,0,0,0,21,40982
0,0,352,352,352,0,0,0,0,21,40983
2,1,555,552,555,0,0,0,0,21,40988
0,0,121,121,121,0,0,0,0,21,40995
0,1,371,370,371,0,0,0,0,21,40997
81,140,16412,16052,16412,25,2,94,18,21,41001
15,39,2510,2415,2510,31,0,2,8,21,41002
4,39,2786,2690,2786,32,2,2,17,21,41003
12,38,4122,4046,4122,16,0,3,7,21,41004
506,372,22569,21215,22569,139,21,247,69,21,41005
13,41,4434,4340,4434,16,0,15,9,21,41006
7,39,4193,4135,4193,1,0,7,4,21,41007
127,192,7457,6760,7457,314,2,41,21,21,41008
7,33,3217,3151,3217,18,0,2,6,21,41010
3623,715,25872,20603,25872,621,31,201,78,21,41011
892,312,6942,5593,6942,98,20,11,16,21,41014
469,474,20864,19628,20864,136,11,115,31,21,41015
90,77,6075,5864,6075,17,0,16,11,21,41016
704,485,38940,36743,38940,252,40,669,47,21,41017
1213,688,27345,24503,27345,645,39,200,57,21,41018
40,64,6299,6136,6299,26,6,14,13,21,41030
381,178,15886,15178,15886,82,11,34,22,21,41031
5,7,1976,1953,1976,0,0,3,8,21,41033
22,8,1032,995,1032,0,0,6,1,21,41034
51,97,10785,10400,10785,148,16,54,19,21,41035
15,13,2502,2458,2502,11,0,5,0,21,41039
32,81,7265,7116,7265,13,3,9,11,21,41040
161,66,7153,6844,7153,56,0,16,10,21,41041
1837,1064,49968,44390,49968,1276,70,1223,108,21,41042
2,11,1745,1728,1745,0,1,2,1,21,41043
6,4,1116,1101,1116,5,0,0,0,21,41044
19,33,1273,1190,1273,14,0,12,5,21,41045
2,23,1414,1368,1414,20,0,0,1,21,41046
288,289,13959,12933,13959,136,0,293,20,21,41048
2,14,2261,2222,2261,12,1,9,1,21,41049
360,363,26796,25663,26796,127,14,223,46,21,41051
0,0,107,107,107,0,0,0,0,21,41052
49,21,1813,1722,1813,19,0,2,0,21,41055
1045,285,14228,12678,14228,91,1,93,35,21,41056
2,22,2712,2683,2712,1,0,1,3,21,41059
0,0,35,35,35,0,0,0,0,21,41062
12,19,3378,3332,3378,4,1,10,0,21,41063
4,19,2073,2034,2073,10,0,2,4,21,41064
1438,613,20869,18285,20869,309,7,167,50,21,41071
68,82,5955,5718,5955,39,0,39,9,21,41073
27,93,5338,5164,5338,31,3,14,6,21,41074
210,206,16459,15815,16459,63,3,152,10,21,41075
269,172,16468,15680,16468,62,5,258,22,21,41076
0,22,1849,1813,1849,6,0,4,4,21,41080
12,19,1326,1276,1326,15,0,2,2,21,41083
1,13,724,708,724,1,0,1,0,21,41085
47,47,2771,2631,2771,42,0,2,2,21,41086
215,238,16873,15729,16873,55,3,623,10,21,41091
9,42,3514,3434,3514,15,0,13,1,21,41092
5,27,2869,2831,2869,2,0,2,2,21,41093
140,167,13631,13032,13631,140,0,131,21,21,41094
82,93,3540,3231,3540,113,3,12,6,21,41095
87,46,7349,7108,7349,55,14,13,26,21,41097
19,29,2037,1965,2037,19,0,2,3,21,41098
181,16,1169,951,1169,8,0,11,2,21,41099
532,360,18758,17573,18758,109,2,129,53,21,41101
822,246,21712,20389,21712,95,4,110,46,21,41102
3,20,1852,1824,1852,3,0,1,1,21,41121
2,2,1039,1033,1039,0,2,0,0,21,41124
31,83,9922,9754,9922,23,0,17,14,21,41129
0,10,425,410,425,2,0,2,1,21,41132
2,0,172,170,172,0,0,0,0,21,41135
59,91,8271,8017,8271,27,0,57,20,21,41139
1,8,2461,2450,2461,0,0,1,1,21,41141
0,0,91,91,91,0,0,0,0,21,41142
130,136,14535,14111,14535,83,3,44,28,21,41143
122,116,10279,9995,10279,12,0,8,26,21,41144
0,7,412,402,412,3,0,0,0,21,41146
0,7,733,722,733,2,0,2,0,21,41149
0,9,583,573,583,0,0,1,0,21,41159
18,79,13125,12965,13125,18,2,6,37,21,41164
5,6,919,907,919,1,0,0,0,21,41166
33,37,3043,2947,3043,11,0,9,6,21,41168
44,29,5354,5207,5354,8,0,58,8,21,41169
268,27,5042,4720,5042,8,7,3,9,21,41171
3,12,1122,1077,1122,7,5,5,13,21,41174
9,48,5591,5500,5591,6,0,3,25,21,41175
26,55,7852,7747,7852,4,0,4,16,21,41179
0,14,1087,1071,1087,0,1,0,1,21,41180
1,15,1618,1576,1618,8,0,16,2,21,41183
1,6,2264,2248,2264,5,0,3,1,21,41189
0,7,238,229,238,2,0,0,0,21,41201
3,2,696,689,696,0,0,1,1,21,41203
0,3,560,557,560,0,0,0,0,21,41204
0,1,750,749,750,0,0,0,0,21,41214
0,6,1297,1279,1297,0,0,10,2,21,41216
1,22,2053,2023,2053,0,0,4,3,21,41219
6,33,2627,2569,2627,5,0,7,7,21,41222
888,36,6414,5443,6414,2,1,13,31,21,41224
0,1,168,167,168,0,0,0,0,21,41226
31,90,11730,11544,11730,26,0,24,15,21,41230
0,1,1002,999,1002,1,0,1,0,21,41231
0,3,782,779,782,0,0,0,0,21,41232
0,5,601,595,601,0,0,1,0,21,41234
1,4,860,854,860,1,0,0,0,21,41238
17,68,6916,6790,6916,5,4,25,7,21,41240
1,9,1195,1176,1195,0,0,0,9,21,41250
1,2,571,563,571,1,0,0,4,21,41254
2,8,1036,1021,1036,0,0,5,0,21,41255
1,15,2433,2388,2433,0,0,26,3,21,41256
3,0,390,387,390,0,0,0,0,21,41257
19,3,885,860,885,1,0,2,0,21,41260
4,12,1474,1450,1474,0,0,5,3,21,41262
0,1,525,524,525,0,0,0,0,21,41263
0,2,389,387,389,0,0,0,0,21,41264
4,9,1857,1829,1857,0,0,10,5,21,41265
0,9,1245,1230,1245,0,0,2,4,21,41267
0,1,395,393,395,0,0,0,1,21,41268
0,2,237,234,237,1,0,0,0,21,41271
1,3,585,580,585,0,0,1,0,21,41274
5,45,6159,6084,6159,2,0,2,21,21,41301
184,53,7538,7262,7538,4,0,13,22,21,41311
16,30,5239,5171,5239,8,0,2,12,21,41314
3,0,190,186,190,1,0,0,0,21,41317
1,6,1184,1170,1184,6,0,1,0,21,41332
35,59,10957,10744,10957,23,11,66,19,21,41339
0,2,1219,1214,1219,2,1,0,0,21,41348
1,0,677,673,677,1,0,0,2,21,41352
5,6,500,488,500,1,0,0,0,21,41360
0,0,501,497,501,4,0,0,0,21,41365
0,0,20,20,20,0,0,0,0,21,41366
0,7,179,172,179,0,0,0,0,21,41367
2,7,470,461,470,0,0,0,0,21,41385
0,0,52,52,52,0,0,0,0,21,41390
0,0,64,64,64,0,0,0,0,21,41397
0,1,445,443,445,0,0,0,1,21,41408
0,2,233,230,233,1,0,0,0,21,41421
0,6,1138,1127,1138,2,0,1,2,21,41425
1,2,722,704,722,4,0,2,9,21,41464
17,86,11979,11814,11979,28,0,6,28,21,41465
598,88,10985,10213,10985,16,1,45,24,21,41472
248,226,23298,22526,23298,62,8,205,23,21,41501
3,8,570,521,570,16,0,22,0,21,41503
7,1,976,967,976,1,0,0,0,21,41512
0,3,590,585,590,0,0,2,0,21,41513
17,28,3491,3425,3491,4,0,11,6,21,41514
0,2,109,107,109,0,0,0,0,21,41517
1,0,1108,1105,1108,0,0,0,2,21,41519
7,19,5352,5303,5352,9,0,6,8,21,41522
0,0,384,383,384,1,0,0,0,21,41524
1,0,125,122,125,0,0,2,0,21,41526
13,5,675,639,675,0,0,18,0,21,41527
0,12,999,987,999,0,0,0,0,21,41528
7,19,985,956,985,0,0,2,1,21,41531
2,5,273,266,273,0,0,0,0,21,41534
8,5,526,511,526,0,0,1,1,21,41535
19,19,5373,5302,5373,14,0,9,10,21,41537
0,0,97,97,97,0,0,0,0,21,41538
1,6,1722,1711,1722,0,0,0,4,21,41539
1,0,302,299,302,1,0,0,1,21,41540
9,11,543,523,543,0,0,0,0,21,41543
0,7,931,923,931,0,0,1,0,21,41544
0,0,369,368,369,0,0,0,1,21,41547
3,1,862,855,862,1,2,0,0,21,41548
1,9,2288,2274,2288,1,0,1,2,21,41553
1,13,1102,1083,1102,2,1,1,1,21,41554
5,14,915,892,915,0,0,4,0,21,41555
0,13,1716,1696,1716,4,0,3,0,21,41557
0,2,809,802,809,0,0,2,3,21,41558
0,1,339,338,339,0,0,0,0,21,41559
0,1,384,381,384,0,0,0,2,21,41560
4,5,2807,2794,2807,0,0,2,2,21,41562
0,9,445,434,445,1,1,0,0,21,41563
1,13,1159,1143,1159,2,0,0,0,21,41564
0,0,714,713,714,0,0,1,0,21,41566
0,0,369,369,369,0,0,0,0,21,41567
5,9,1073,1057,1073,0,0,1,1,21,41568
1,2,639,635,639,1,0,0,0,21,41571
2,13,3754,3723,3754,2,2,8,4,21,41572
2,5,755,745,755,0,0,0,3,21,41601
2,4,819,811,819,0,0,0,2,21,41602
4,7,1498,1484,1498,3,0,0,0,21,41603
0,0,620,620,620,0,0,0,0,21,41604
0,8,637,622,637,0,0,4,3,21,41605
1,6,656,648,656,0,0,1,0,21,41606
0,0,318,317,318,1,0,0,0,21,41607
0,0,78,78,78,0,0,0,0,21,41612
0,0,675,667,675,8,0,0,0,21,41615
0,0,794,794,794,0,0,0,0,21,41616
1,2,599,596,599,0,0,0,0,21,41619
